# 35_H_Amp 35_V_Amp 22_H_Amp 22_V_Amp 35_H_Pha 35_V_Pha 22_H_Pha 22_V_Pha
     0: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
     1: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
     2: 1442.5 1443.2 1439.0 1437.5  45.2  45.1  44.9  44.9
     3: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
     4: 1443.2 1442.5 1437.5 1439.0  45.1  45.2  44.9  44.9
     5: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
     6: 1443.2 1442.5 1438.3 1439.0  45.1  45.2  44.9  44.9
     7: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
     8: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
     9: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    10: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    11: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
    12: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    13: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    14: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    15: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
    16: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    17: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
    18: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    19: 1443.2 1442.5 1438.3 1439.0  45.1  45.2  44.9  44.9
    20: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    21: 1443.2 1442.5 1438.3 1437.5  45.1  45.2  44.9  44.9
    22: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    23: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    24: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    25: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    26: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    27: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    28: 1443.2 1442.5 1439.0 1438.3  45.1  45.2  44.9  44.9
    29: 1442.5 1443.2 1437.5 1439.0  45.2  45.1  44.9  44.9
    30: 1443.2 1442.5 1437.5 1438.3  45.1  45.2  44.9  44.9
    31: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
    32: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    33: 1442.5 1443.2 1439.0 1439.0  45.2  45.1  44.9  44.9
    34: 1442.5 1443.2 1438.3 1437.5  45.2  45.1  44.9  44.9
    35: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    36: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
    37: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    38: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    39: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    40: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
    41: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    42: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    43: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
    44: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    45: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    46: 1443.2 1443.9 1439.0 1438.3  45.1  45.1  44.9  44.9
    47: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    48: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    49: 1442.5 1443.2 1439.0 1438.3  45.2  45.1  44.9  44.9
    50: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    51: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    52: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    53: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    54: 1442.5 1443.9 1439.0 1437.5  45.2  45.1  44.9  44.9
    55: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
    56: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    57: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    58: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    59: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    60: 1443.2 1443.9 1439.0 1438.3  45.1  45.1  44.9  44.9
    61: 1442.5 1443.2 1438.3 1438.3  45.2  45.1  44.9  44.9
    62: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    63: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    64: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    65: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    66: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
    67: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    68: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    69: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    70: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    71: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    72: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
    73: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    74: 1443.2 1442.5 1437.5 1439.0  45.1  45.2  44.9  44.9
    75: 1443.2 1442.5 1437.5 1439.0  45.1  45.2  44.9  44.9
    76: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    77: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    78: 1443.2 1442.5 1438.3 1438.3  45.1  45.2  44.9  44.9
    79: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    80: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    81: 1443.2 1443.9 1439.0 1439.0  45.1  45.1  44.9  44.9
    82: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    83: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    84: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
    85: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    86: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    87: 1443.2 1442.5 1438.3 1439.0  45.1  45.2  44.9  44.9
    88: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
    89: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    90: 1442.5 1443.2 1439.0 1439.0  45.2  45.1  44.9  44.9
    91: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
    92: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    93: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    94: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
    95: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    96: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    97: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
    98: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
    99: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   100: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   101: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   102: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   103: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   104: 1443.2 1442.5 1438.3 1439.0  45.1  45.2  44.9  44.9
   105: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   106: 1442.5 1443.2 1439.0 1438.3  45.2  45.1  44.9  44.9
   107: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   108: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   109: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
   110: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   111: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   112: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   113: 1442.5 1443.2 1439.0 1439.0  45.2  45.1  44.9  44.9
   114: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   115: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   116: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   117: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   118: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   119: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   120: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   121: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   122: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   123: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   124: 1443.2 1442.5 1438.3 1437.5  45.1  45.2  44.9  44.9
   125: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   126: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   127: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   128: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
   129: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   130: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
   131: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   132: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   133: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   134: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   135: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   136: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   137: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   138: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   139: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
   140: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   141: 1443.2 1442.5 1438.3 1439.0  45.1  45.2  44.9  44.9
   142: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   143: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   144: 1442.5 1442.5 1438.3 1439.0  45.2  45.2  44.9  44.9
   145: 1442.5 1443.2 1439.0 1438.3  45.2  45.1  44.9  44.9
   146: 1442.5 1443.2 1439.0 1437.5  45.2  45.1  44.9  44.9
   147: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   148: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   149: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   150: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   151: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   152: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   153: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   154: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   155: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   156: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   157: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   158: 1442.5 1443.2 1437.5 1438.3  45.2  45.1  44.9  44.9
   159: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   160: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   161: 1443.2 1442.5 1438.3 1438.3  45.1  45.2  44.9  44.9
   162: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   163: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   164: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   165: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   166: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   167: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   168: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   169: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   170: 1442.5 1443.2 1439.0 1439.0  45.2  45.1  44.9  44.9
   171: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
   172: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   173: 1443.2 1443.9 1439.0 1439.0  45.1  45.1  44.9  44.9
   174: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   175: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   176: 1443.2 1443.2 1439.0 1437.5  45.1  45.1  44.9  44.9
   177: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   178: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   179: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   180: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   181: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   182: 1442.5 1443.2 1438.3 1438.3  45.2  45.1  44.9  44.9
   183: 1443.2 1442.5 1437.5 1438.3  45.1  45.2  44.9  44.9
   184: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   185: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   186: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   187: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   188: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   189: 1442.5 1443.2 1439.0 1438.3  45.2  45.1  44.9  44.9
   190: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   191: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   192: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   193: 1443.2 1443.9 1439.0 1438.3  45.1  45.1  44.9  44.9
   194: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   195: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   196: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   197: 1442.5 1443.2 1438.3 1438.3  45.2  45.1  44.9  44.9
   198: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
   199: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   200: 1443.2 1443.2 1438.3 1437.5  45.1  45.1  44.9  44.9
   201: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   202: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   203: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   204: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   205: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   206: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   207: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   208: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   209: 1442.5 1443.2 1439.0 1439.0  45.2  45.1  44.9  44.9
