# 35_H_Amp 35_V_Amp 22_H_Amp 22_V_Amp 35_H_Pha 35_V_Pha 22_H_Pha 22_V_Pha
   210: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   211: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   212: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   213: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   214: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   215: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   216: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   217: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   218: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   219: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   220: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   221: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   222: 1442.5 1443.2 1439.0 1439.7  45.2  45.1  44.9  44.9
   223: 1442.5 1443.2 1439.0 1438.3  45.2  45.1  44.9  44.9
   224: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   225: 1443.2 1443.2 1437.5 1438.3  45.1  45.1  44.9  44.9
   226: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   227: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   228: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   229: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   230: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   231: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   232: 1442.5 1443.2 1439.0 1437.5  45.2  45.1  44.9  44.9
   233: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   234: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   235: 1442.5 1443.2 1438.3 1439.0  45.2  45.1  44.9  44.9
   236: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   237: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   238: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   239: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   240: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   241: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   242: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   243: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   244: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
   245: 1443.2 1443.2 1438.3 1438.3  45.1  45.1  44.9  44.9
   246: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   247: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   248: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   249: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   250: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   251: 1443.2 1443.2 1439.0 1439.0  45.1  45.1  44.9  44.9
   252: 1443.2 1443.2 1438.3 1439.0  45.1  45.1  44.9  44.9
   253: 1443.2 1443.2 1437.5 1439.0  45.1  45.1  44.9  44.9
   254: 1443.2 1442.5 1437.5 1439.0  45.1  45.2  44.9  44.9
   255: 1443.2 1443.2 1439.0 1438.3  45.1  45.1  44.9  44.9
